"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-24",,"69",,"56"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-25","0.02","63","79","56"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-26","0.16","65",,"56"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-27","0.00","58","77",
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-28",,"58",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-29",,"61","73","46"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-30",,"62","76","52"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-31","0.00","62","74","54"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-01",,"58","73",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-02",,"60",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-03",,"61","76","50"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-04",,"63",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-05",,"63",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-06",,"66",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-07",,"69",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-08",,"64","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-09",,"65",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-10",,"69",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-11",,"71","86",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-12",,"65","87",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-13",,"60","79",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-14",,"61","74","49"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-15",,"64",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-16",,"68",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-17",,"69","83",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-18",,"70","86",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-19",,"70","86","59"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-20",,"73",,"59"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-21",,"74","89","61"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-22",,"74","91","60"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-23",,"72","90","57"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-24",,"69","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-25",,"70",,"55"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-26",,"72","88",
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-27",,"73","88","60"
"IN023351400","LUCKNOW AMAUSI, IN","2023-02-28",,"75",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-01",,"74","90",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-02",,"76",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-03",,"78","91",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-04",,"75","91",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-05",,"74","90",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-06",,"74","89","62"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-07",,"76","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-08",,"75","89",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-09","0.00","74","90",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-10",,"75","88","64"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-11",,"76","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-12",,"76",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-13",,"76","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-14",,"78","91",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-15",,"79",,"65"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-16",,"79","95","67"
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-17",,"74","91",
"IN023351400","LUCKNOW AMAUSI, IN","2023-03-18","0.00","72","81",
